Name,Description,NumberOfCheckboxes,NumberAlreadyCompleted,SectionID,GameID,ListOrder,LongDescription,Hidden
Thunder Signet (Zeus),,3,1,49,3,11,,
Conch Shell (Poseidon),,3,1,49,3,12,,
Owl Pendant (Athena),,3,1,49,3,13,,
Eternal Rose (Aphrodite),,3,1,49,3,14,,
Blood-Filled Vial (Ares),,3,1,49,3,15,,
Adamant Arrowhead (Artemis),,3,1,49,3,16,,
Overflowing Cup (Dionysus),,3,1,49,3,17,,
Lambent Plume (Hermes),,3,1,49,3,18,,
Frostbitten Horn (Demeter),,3,1,49,3,19,,
Cosmic Egg (Chaos),,3,1,49,3,20,,
Shattered Shackle (Sisyphus),,3,1,49,3,21,,
Evergreen Acorn (Eurydice),,3,1,49,3,22,,
Broken Spearpoint (Patroclus),,3,2,49,3,23,,
Pom Blossom (Persephone),,3,0,49,3,24,,
Sigil of the Dead (Hades),,3,0,49,3,25,,
"Fountain Chamber, Tartarus",,1,1,50,3,1,,
"Underworld Fountains, Purified",,1,1,50,3,2,,
"Underworld Fountains, Holy",,1,1,50,3,3,,
"Fountain Chamber, Asphodel",,1,1,50,3,4,,
"Fountain Chamber, Elysium",,1,1,50,3,5,,
"Plunder, Lesser",,1,1,50,3,6,,
"Plunder, Greater",,1,1,50,3,7,,
"Plunder, Superior",,1,0,50,3,8,,
"Urns of Wealth, Lesser",,1,1,50,3,9,,
"Urns of Wealth, Greater",,1,1,50,3,10,,
"Urns of Wealth, Superior",,1,1,50,3,11,,
"Keepsake Collection, Regional",,1,1,50,3,12,,
Fated List of Minor Prophets,,1,1,50,3,13,,
Codex Index,,1,1,50,3,14,,
Extremer Measures,,1,0,50,3,15,,
"Contractors Desk, Deluxe",,1,1,50,3,16,,
Pitch-Black Darkness,,1,0,50,3,17,,
Fated Keys,,1,0,50,3,18,,
Brilliant Gemstones,,1,0,50,3,19,,
Vintage Nectar,,1,0,50,3,20,,
Darker Thirst,,1,1,50,3,21,,
Vanquisher's Keep,,1,1,50,3,22,,
"Gateways, Erebus",,1,0,50,3,23,,
Rod of Fishing,,1,1,50,3,24,,
Court Music Stand,,1,1,50,3,25,,
Administrative Privilege,,1,1,50,3,26,,
Court Musician's Sentence,,1,1,50,3,27,,
Knave-King''s Sentence,,1,0,50,3,28,,
Singer's Gamble,,1,0,50,3,29,,
Hero's Sacrifice,,1,0,50,3,30,,
Eldest Sigil Restoration,,1,0,50,3,31,,
"Theme, Infernal",,1,0,50,3,32,,
"Theme, Sonorous",,1,0,50,3,33,,
"Theme, Stygian",,1,0,50,3,34,,
"Theme, Lovely",,1,0,50,3,35,,
"Theme, Woodland",,1,0,50,3,36,,
"Theme, Chthonic",,1,0,50,3,37,,
"Theme, Deathly",,1,0,50,3,38,,
"Theme, Infinite",,1,0,50,3,39,,
"Theme, Princely",,1,0,50,3,40,,
No Escape,,1,1,51,3,1,,
The House of Hades,,1,1,51,3,2,,
Death and I,,1,0,51,3,3,,
Out of Tartarus,,1,0,51,3,4,,
The Painful Way,,1,0,51,3,5,,
Mouth of Styx,,1,0,51,3,6,,
Scourge of the Furies,,1,0,51,3,7,,
Through Asphodel,,1,0,51,3,8,,
River of Flame,,1,0,51,3,9,,
Field of Souls,,1,0,51,3,10,,
The King and the Bull,,1,0,51,3,11,,
The Exalted,,1,0,51,3,12,,
Rage of the Myrmidons,,1,0,51,3,13,,
Gates of Hell,,1,0,51,3,14,,
Primordial Chaos,,1,0,51,3,15,,
Last Words,,1,0,51,3,16,,
Wretched Shades,,1,0,51,3,17,,
The Bloodless,,1,0,51,3,18,,
From Olympus,,1,0,51,3,19,,
Final Expense,,1,0,51,3,20,,
Final Expense (Payback),,1,0,51,3,21,,
Good Riddance,,1,0,51,3,22,,
Lament of Orpheus,,1,0,51,3,23,,
Hymn to Zagreus,,1,0,51,3,24,,
God of the Dead,,1,0,51,3,25,,
The Unseen Ones,,1,0,51,3,26,,
On the Coast,,1,0,51,3,27,,
In the Blood,,1,0,51,3,28,,
Meg - The Stygian Blade,,1,1,52,3,1,,
Meg - The Heart-Seeking Bow,,1,1,52,3,2,,
Meg - The Shield of Chaos,,1,1,52,3,3,,
Meg - The Eternal Spear,,1,1,52,3,4,,
Meg - The Twin Fists,,1,1,52,3,5,,
Meg - The Adamant Rail,,1,1,52,3,6,,
Hydra - The Stygian Blade,,1,1,52,3,7,,
Hydra - The Heart-Seeking Bow,,1,1,52,3,8,,
Hydra - The Shield of Chaos,,1,1,52,3,9,,
Hydra - The Eternal Spear,,1,1,52,3,10,,
Hydra - The Twin Fists,,1,1,52,3,11,,
Hydra - The Adamant Rail,,1,1,52,3,12,,
Tisiphone - The Stygian Blade,,1,0,52,3,13,,
Tisiphone - The Heart-Seeking Bow,,1,1,52,3,14,,
Tisiphone - The Shield of Chaos,,1,0,52,3,15,,
Tisiphone - The Eternal Spear,,1,0,52,3,16,,
Tisiphone - The Twin Fists,,1,1,52,3,17,,
Tisiphone - The Adamant Rail,,1,0,52,3,18,,
Alecto - The Stygian Blade,,1,1,52,3,19,,
Alecto - The Heart-Seeking Bow,,1,1,52,3,20,,
Alecto - The Shield of Chaos,,1,1,52,3,21,,
Alecto - The Eternal Spear,,1,1,52,3,22,,
Alecto - The Twin Fists,,1,1,52,3,23,,
Alecto - The Adamant Rail,,1,1,52,3,24,,
Theseus & Asterius - The Stygian Blade,,1,1,52,3,25,,
Theseus & Asterius - The Heart-Seeking Bow,,1,0,52,3,26,,
Theseus & Asterius - The Shield of Chaos,,1,1,52,3,27,,
Theseus & Asterius - The Eternal Spear,,1,1,52,3,28,,
Theseus & Asterius - The Twin Fists,,1,1,52,3,29,,
Theseus & Asterius - The Adamant Rail,,1,1,52,3,30,,
Hades - The Stygian Blade,,1,0,52,3,31,,
Hades - The Heart-Seeking Bow,,1,0,52,3,32,,
Hades - The Shield of Chaos,,1,1,52,3,33,,
Hades - The Eternal Spear,,1,0,52,3,34,,
Hades - The Twin Fists,,1,1,52,3,35,,
Hades - The Adamant Rail,,1,1,52,3,36,,
The Adamant Rail - Cluster Bomb,,1,1,54,3,1,,
The Adamant Rail - Delta Chamber,,1,1,54,3,2,,
The Adamant Rail - Explosive Fire,,1,1,54,3,3,,
The Adamant Rail - Flurry Fire,,1,0,54,3,4,,
The Adamant Rail - Hazard Bomb,,1,1,54,3,5,,
The Adamant Rail - Piercing Fire,,1,1,54,3,6,,
The Adamant Rail - Ricochet Fire,,1,0,54,3,7,,
The Adamant Rail - Rocket Bomb,,1,1,54,3,8,,
The Adamant Rail - Seeking Fire,,1,1,54,3,9,,
The Adamant Rail - Spread Fire,,1,1,54,3,10,,
The Adamant Rail - Targeting System,,1,0,54,3,11,,
The Adamant Rail - Triple Bomb,,1,1,54,3,12,,
The Eternal Spear - Breaching Skewer,,1,1,54,3,13,,
The Eternal Spear - Chain Skewer,,1,1,54,3,14,,
The Eternal Spear - Charged Skewer,,1,0,54,3,15,,
The Eternal Spear - Exploding Launcher,,1,1,54,3,16,,
The Eternal Spear - Extending Jab,,1,1,54,3,17,,
The Eternal Spear - Flaring Spin,,1,1,54,3,18,,
The Eternal Spear - Flurry Jab,,1,1,54,3,19,,
The Eternal Spear - Massive Spin,,1,0,54,3,20,,
The Eternal Spear - Quick Spin,,1,1,54,3,21,,
The Eternal Spear - Serrated Point,,1,0,54,3,22,,
The Eternal Spear - Triple Jab,,1,0,54,3,23,,
The Eternal Spear - Vicious Skewer,,1,1,54,3,24,,
The Heart-Seeking Bow - Chain Shot,,1,0,54,3,25,,
The Heart-Seeking Bow - Charged Volley,,1,1,54,3,26,,
The Heart-Seeking Bow - Concentrated Volley,,1,1,54,3,27,,
The Heart-Seeking Bow - Explosive Shot,,1,0,54,3,28,,
The Heart-Seeking Bow - Flurry Shot,,1,1,54,3,29,,
The Heart-Seeking Bow - Perfect Shot,,1,0,54,3,30,,
The Heart-Seeking Bow - Piercing Volley,,1,1,54,3,31,,
The Heart-Seeking Bow - Point-Blank Shot,,1,1,54,3,32,,
The Heart-Seeking Bow - Relentless Volley,,1,0,54,3,33,,
The Heart-Seeking Bow - Sniper Shot,,1,1,54,3,34,,
The Heart-Seeking Bow - Triple Shot,,1,1,54,3,35,,
The Heart-Seeking Bow - Twin Shot,,1,0,54,3,36,,
The Shield of Chaos - Breaching Rush,,1,1,54,3,37,,
The Shield of Chaos - Charged Flight,,1,0,54,3,38,,
The Shield of Chaos - Charged Shot,,1,1,54,3,39,,
The Shield of Chaos - Dashing Flight,,1,1,54,3,40,,
The Shield of Chaos - Dashing Wallop,,1,0,54,3,41,,
The Shield of Chaos - Dread Flight,,1,1,54,3,42,,
The Shield of Chaos - Empowering Flight,,1,1,54,3,43,,
The Shield of Chaos - Explosive Return,,1,0,54,3,44,,
The Shield of Chaos - Ferocious Guard,,1,0,54,3,45,,
The Shield of Chaos - Minotaur Rush,,1,1,54,3,46,,
The Shield of Chaos - Pulverizing Blow,,1,1,54,3,47,,
The Shield of Chaos - Sudden Rush,,1,1,54,3,48,,
The Stygian Blade - Breaching Slash,,1,1,54,3,49,,
The Stygian Blade - Cruel Thrust,,1,1,54,3,50,,
The Stygian Blade - Cursed Slash,,1,1,54,3,51,,
The Stygian Blade - Dash Nova,,1,1,54,3,52,,
The Stygian Blade - Double Edge,,1,0,54,3,53,,
The Stygian Blade - Double Nova,,1,0,54,3,54,,
The Stygian Blade - Flurry Slash,,1,1,54,3,55,,
The Stygian Blade - Hoarding Slash,,1,1,54,3,56,,
The Stygian Blade - Piercing Wave,,1,1,54,3,57,,
The Stygian Blade - Shadow Slash,,1,1,54,3,58,,
The Stygian Blade - Snap Nova,,1,0,54,3,59,,
The Stygian Blade - Super Nova,,1,0,54,3,60,,
The Stygian Blade - World Splitter,,1,1,54,3,61,,
The Twin Fists - Breaching Cross,,1,1,54,3,62,,
The Twin Fists - Colossus Knuckle,,1,1,54,3,63,,
The Twin Fists - Concentrated Knuckle,,1,1,54,3,64,,
The Twin Fists - Draining Cutter,,1,1,54,3,65,,
The Twin Fists - Explosive Upper,,1,1,54,3,66,,
The Twin Fists - Flying Cutter,,1,0,54,3,67,,
The Twin Fists - Heavy Knuckle,,1,1,54,3,68,,
The Twin Fists - Kinetic Launcher,,1,0,54,3,69,,
The Twin Fists - Long Knuckle,,1,1,54,3,70,,
The Twin Fists - Quake Cutter,,1,0,54,3,71,,
The Twin Fists - Rolling Knuckle,,1,0,54,3,72,,
The Twin Fists - Rush Kick,,1,0,54,3,73,,
Approval Process,,1,0,55,3,1,,
Benefits Package,,1,0,55,3,2,,
Calisthenics Program,,1,0,55,3,3,,
Convenience Fee,,1,0,55,3,4,,
Damage Control,,1,0,55,3,5,,
Extreme Measures,,1,0,55,3,6,,
Forced Overtime,,1,0,55,3,7,,
Hard Labor,,1,0,55,3,8,,
Heighened Security,,1,0,55,3,9,,
Jury Summons,,1,0,55,3,10,,
Lasting Consequences,,1,0,55,3,11,,
Middle Management,,1,0,55,3,12,,
Routine Inspection,,1,0,55,3,13,,
Tight Deadline,,1,0,55,3,14,,
Underworld Customs,,1,0,55,3,15,,
Aether Net,,1,1,53,3,1,,
Braid of Atlas,,1,1,53,3,2,,
Centaur Soul,,1,1,53,3,3,,
Chimaera Jerky,,1,1,53,3,4,,
Cyclops Jerky,,1,1,53,3,5,,
Eris Bangle,,1,1,53,3,6,,
Eye of Lamia,,1,1,53,3,7,,
Fateful Twist,,1,1,53,3,8,,
Flame Wheels Release,,1,1,53,3,9,,
Gaea's Treasure,,1,1,53,3,10,,
Hydralite,,1,1,53,3,11,,
Ignited Ichor,,1,1,53,3,12,,
Kiss of Styx,,1,1,53,3,13,,
Life Essence,,1,1,53,3,14,,
Light of Ixion,,1,1,53,3,15,,
Nail of Talos,,1,1,53,3,16,,
Nemesis Crest,,1,1,53,3,17,,
Night Spindle,,1,0,53,3,18,,
Price of Midas,,1,1,53,3,19,,
Prometheus Stone,,1,1,53,3,20,,
Skeletal Lure,,1,1,53,3,21,,
Stygian Shard,,1,1,53,3,22,,
Tinge of Erebus,,1,1,53,3,23,,
Touch of Styx,,1,1,53,3,24,,
Trove Tracker,,1,1,53,3,25,,
Yarn of Ariadne,,1,1,53,3,26,,
Abyssal Blood,,1,0,56,3,1,,
Boiling Blood,,1,0,56,3,2,,
Cthonic Vitality,,1,0,56,3,3,,
Dark Foresight,,1,0,56,3,4,,
Dark Regeneration,,1,0,56,3,5,,
Death Defiance,,1,0,56,3,6,,
Deep Pockets,,1,0,56,3,7,,
Family Favorite,,1,0,56,3,8,,
Fated Authority,,1,0,56,3,9,,
Fated Persuasion,,1,0,56,3,10,,
Fiery Presence,,1,0,56,3,11,,
Gods' Legacy,,1,0,56,3,12,,
Gods' Pride,,1,0,56,3,13,,
Golden Touch,,1,0,56,3,14,,
Greater Reflex,,1,0,56,3,15,,
High Confidence,,1,0,56,3,16,,
Infernal Soul,,1,0,56,3,17,,
Olympian Favor,,1,0,56,3,18,,
Priveleged Status,,1,0,56,3,19,,
Ruthless Reflex,,1,0,56,3,20,,
Shadow Presence,,1,0,56,3,21,,
Stubborn Defiance,,1,0,56,3,22,,
Stygian Soul,,1,0,56,3,23,,
Thick Skin,,1,0,56,3,24,,
Basic,,1,0,57,3,1,,
Aspect of Zagreus ,,5,0,57,3,2,,
Aspect of Nemesis,,5,0,57,3,3,,
Aspect of Poseidon,,5,0,57,3,4,,
Aspect of Arthur,,5,0,57,3,5,,
Basic,,1,0,58,3,1,,
Aspect of Zagreus,,5,0,58,3,2,,
Aspect of Achilles,,5,1,58,3,3,,
Aspect of Hades,,5,1,58,3,4,,
Aspect of Guan Yu,,5,0,58,3,5,,
Basic,,1,0,59,3,1,,
Aspect of Zagreus,,5,0,59,3,2,,
Aspect of Chaos,,5,0,59,3,3,,
Aspect of Zeus,,5,0,59,3,4,,
Aspect of Beowulf,,5,0,59,3,5,,
Basic,,1,1,60,3,1,,
Aspect of Zagreus,,5,1,60,3,2,,
Aspect of Chiron,,5,1,60,3,3,,
Aspect of Hera,,5,0,60,3,4,,
Aspect of Rama,,5,0,60,3,5,,
Basic,,1,0,61,3,1,,
Aspect of Zagreus,,5,0,61,3,2,,
Aspect of Talos,,5,0,61,3,3,,
Aspect of Demeter,,5,0,61,3,4,,
Aspect of Gilgamesh,,5,0,61,3,5,,
Basic,,1,0,62,3,1,,
Aspect of Zagreus,,5,0,62,3,2,,
Aspect of Eris,,5,0,62,3,3,,
Aspect of Hestia,,5,0,62,3,4,,
Aspect of Lucifer,,5,0,62,3,5,,
Megaera (Battie),,5,0,63,3,1,,
Thanatos (Mort),,5,0,63,3,2,,
Skelly (Rib),,5,0,63,3,3,,
Sisyphus (Shady),,5,0,63,3,4,,
Dusa (Fidi),,5,0,63,3,5,,
Achilles (Antos),,5,0,63,3,6,,
Sword,,20,0,64,3,1,,
Spear,,20,0,64,3,2,,
Shield,,20,0,64,3,3,,
Bow,,20,0,64,3,4,,
Fists,,20,0,64,3,5,,
Rail,,20,0,64,3,6,,
32 Heat,,1,0,64,3,7,,
Lord Hades,,5,0,65,3,1,,
Nyx,,9,0,65,3,2,,
Charon,,7,0,65,3,3,,
Hypnos,,8,0,65,3,4,,
Thanatos,,10,0,65,3,5,,
Megaera,,10,0,65,3,6,,
Chaos,,8,0,65,3,7,,
Zeus,,7,0,65,3,8,,
Poseidon,,7,0,65,3,9,,
Athena,,7,0,65,3,10,,
Aphrodite,,7,0,65,3,11,,
Artemis,,7,0,65,3,12,,
Ares,,7,0,65,3,13,,
Dionysus,,7,0,65,3,14,,
Hermes,,8,0,65,3,15,,
Demeter,,7,0,65,3,16,,
Achilles,,9,0,65,3,17,,
Orpheus,,8,0,65,3,18,,
Sisyphus,,9,0,65,3,19,,
Eurydice,,8,0,65,3,20,,
Patroclus,,8,0,65,3,21,,
Cerberus,,9,0,65,3,22,,
Dusa,,10,0,65,3,23,,
Skelly,,9,0,65,3,24,,
Persephone,,9,0,65,3,,,
Lord Hades,,1,1,66,3,1,,
Lord Hades Complete,,1,1,66,3,2,,
Zagreus,,1,1,66,3,3,,
Zagreus Complete,,1,0,66,3,4,,
Nyx,,1,1,66,3,5,,
Nyx Complete,,1,0,66,3,6,,
Charon,,1,1,66,3,7,,
Charon Complete,,1,1,66,3,8,,
Hypnos,,1,1,66,3,9,,
Hypnos Complete,,1,1,66,3,10,,
Thanatos,,1,1,66,3,11,,
Thanatos Complete,,1,0,66,3,12,,
Megaera,,1,1,66,3,13,,
Megaera Complete,,1,0,66,3,14,,
Alecto,,1,1,66,3,15,,
Alecto Complete,,1,0,66,3,16,,
Tisiphone,,1,1,66,3,17,,
Tisiphone Complete,,1,0,66,3,18,,
Chaos,,1,1,66,3,19,,
Chaos Complete,,1,0,66,3,20,,
Zeus,,1,1,67,3,1,,
Zeus Complete,,1,1,67,3,2,,
Poseidon ,,1,1,67,3,3,,
Poseidon Complete,,1,1,67,3,4,,
Athena,,1,1,67,3,5,,
Athena Complete,,1,1,67,3,6,,
Aphrodite,,1,1,67,3,7,,
Aphrodite Complete,,1,1,67,3,8,,
Artemis,,1,1,67,3,9,,
Artemis Complete,,1,1,67,3,10,,
Ares,,1,1,67,3,11,,
Ares Complete,,1,1,67,3,12,,
Dionysus,,1,1,67,3,13,,
Dionysus Complete,,1,1,67,3,14,,
Hermes,,1,1,67,3,15,,
Hermes Complete,,1,1,67,3,16,,
Demeter,,1,1,67,3,17,,
Demeter Complete,,1,0,67,3,18,,
Achilles,,1,1,68,3,1,,
Achilles Complete,,1,0,68,3,2,,
Orpheus,,1,1,68,3,3,,
Orpheus Complete,,1,0,68,3,4,,
Sisyphus,,1,1,68,3,5,,
Sisyphus Complete,,1,0,68,3,6,,
Eurydice,,1,1,68,3,7,,
Eurydice Complete,,1,0,68,3,8,,
Patroclus,,1,1,68,3,9,,
Patroclus Complete,,1,0,68,3,10,,
Theseus,,1,1,68,3,11,,
Theseus Complete,,1,0,68,3,12,,
Asterius,,1,1,68,3,13,,
Asterius Complete,,1,0,68,3,14,,
Cerberus,,1,1,68,3,15,,
Cerberus Complete,,1,1,68,3,16,,
Dusa,,1,1,68,3,17,,
Dusa Complete,,1,0,68,3,18,,
Skelly,,1,1,68,3,19,,
Skelly Complete,,1,0,68,3,20,,
Persephone,,1,0,68,3,21,,
Persephone Complete,,1,0,68,3,22,,
House of Hades,,1,1,69,3,1,,
House of Hades Complete,,1,0,69,3,2,,
Chaos,,1,1,69,3,3,,
Chaos Complete,,1,0,69,3,4,,
Erebus,,1,0,69,3,5,,
Erebus Complete,,1,0,69,3,6,,
Tartarus,,1,1,69,3,7,,
Tartarus Complete,,1,0,69,3,8,,
Asphodel,,1,1,69,3,9,,
Asphodel Complete,,1,0,69,3,10,,
Elysium,,1,1,69,3,11,,
Elysium Complete,,1,0,69,3,12,,
Styx,,1,1,69,3,13,,
Styx Complete,,1,0,69,3,14,,
Greece,,1,1,69,3,15,,
Greece Complete,,1,0,69,3,16,,
Stygian Blade,,1,1,70,3,1,,
Stygian Blade Complete,,1,1,70,3,2,,
Eternal Spear,,1,1,70,3,3,,
Eternal Spear Complete,,1,1,70,3,4,,
Heart-Seeking Bow,,1,1,70,3,5,,
Heart-Seeking Bow Complete,,1,1,70,3,6,,
Shield of Chaos,,1,1,70,3,7,,
Shield of Chaos Complete,,1,1,70,3,8,,
Twin Fists,,1,1,70,3,9,,
Twin Fists Complete,,1,0,70,3,10,,
Adamant Rail,,1,1,70,3,11,,
Adamant Rail Complete,,1,0,70,3,12,,
Wretched Thug,,1,1,71,3,1,,
Wretched Thug Complete,,1,1,71,3,2,,
Wretched Witch,,1,1,71,3,3,,
Wretched Witch Complete,,1,1,71,3,4,,
Wretched Lout,,1,1,71,3,5,,
Wretched Lout Complete,,1,1,71,3,6,,
Wretched Pest,,1,1,71,3,7,,
Wretched Pest Complete,,1,1,71,3,8,,
Wretched Sneak,,1,1,71,3,9,,
Wretched Sneak Complete,,1,0,71,3,10,,
Numbskull,,1,1,71,3,11,,
Numbskull Complete,,1,1,71,3,12,,
Skullomat,,1,1,71,3,13,,
Skullomat Complete,,1,1,71,3,14,,
Wringer,,1,1,71,3,15,,
Wringer Complete,,1,1,71,3,16,,
Brimstone,,1,1,71,3,17,,
Brimstone Complete,,1,1,71,3,18,,
Doomstone,,1,1,71,3,19,,
Doomstone Complete,,1,0,71,3,20,,
Voidstone,,1,1,71,3,21,,
Voidstone Complete,,1,0,71,3,22,,
Bloodless,,1,1,71,3,23,,
Bloodless Complete,,1,1,71,3,24,,
Bone-Raker,,1,1,71,3,25,,
Bone-Raker Complete,,1,1,71,3,26,,
Inferno-Bomber,,1,1,71,3,27,,
Inferno-Bomber Complete,,1,1,71,3,28,,
Slam-Dancer,,1,1,71,3,29,,
Slam-Dancer Complete,,1,1,71,3,30,,
Burn-Flinger,,1,1,71,3,31,,
Burn-Flinger Complete,,1,1,71,3,32,,
Wave-Maker,,1,1,71,3,33,,
Wave-Maker Complete,,1,1,71,3,34,,
Dracon,,1,1,71,3,35,,
Dracon Complete,,1,1,71,3,36,,
Spreader,,1,1,71,3,37,,
Spreader Complete,,1,1,71,3,38,,
Gorgon,,1,1,71,3,39,,
Gorgon Complete,,1,0,71,3,40,,
Skull-Crusher,,1,1,71,3,41,,
Skull-Crusher Complete,,1,0,71,3,42,,
Megagorgon,,1,1,71,3,43,,
Megagorgon Complete,,1,0,71,3,44,,
Bone Hydra,,1,1,71,3,45,,
Bone Hydra Complete,,1,0,71,3,46,,
Splitter,,1,1,71,3,47,,
Splitter Complete,,1,1,71,3,48,,
Nemean Chariot,,1,1,71,3,49,,
Nemean Chariot Complete,,1,1,71,3,50,,
Flame Wheel,,1,1,71,3,51,,
Flame Wheel Complete,,1,1,71,3,52,,
Brightsword,,1,1,71,3,53,,
Brightsword Complete,,1,1,71,3,54,,
Longspear,,1,1,71,3,55,,
Longspear Complete,,1,1,71,3,56,,
Strongbow,,1,1,71,3,57,,
Strongbow Complete,,1,1,71,3,58,,
Greatshield,,1,1,71,3,59,,
Greatshield Complete,,1,0,71,3,60,,
Soul Catcher,,1,1,71,3,61,,
Soul Catcher Complete,,1,0,71,3,62,,
Crawler,,1,1,71,3,63,,
Crawler Complete,,1,1,71,3,64,,
Gigantic Vermin,,1,1,71,3,65,,
Gigantic Vermin Complete,,1,0,71,3,66,,
King Vermin,,1,0,71,3,67,,
King Vermin Complete,,1,0,71,3,68,,
Bother,,1,1,71,3,69,,
Bother Complete,,1,0,71,3,70,,
Snakestone,,1,1,71,3,71,,
Snakestone Complete,,1,0,71,3,72,,
Satyr Cultist,,1,1,71,3,73,,
Satyr Cultist Complete,,1,0,71,3,74,,
Diamond,,1,1,72,3,1,,
Diamond Complete,,1,0,72,3,2,,
Nectar,,1,1,72,3,3,,
Nectar Complete,,1,0,72,3,4,,
Ambrosia,,1,1,72,3,5,,
Ambrosia Complete,,1,0,72,3,6,,
Loyalty Card,,1,0,72,3,7,,
Loyalty Card Complete,,1,0,72,3,8,,
Red Onion,,1,0,72,3,9,,
Red Onion Complete,,1,0,72,3,10,,
Mati,,1,0,73,3,1,,
Mati Complete,,1,0,73,3,2,,
Projelly,,1,0,73,3,3,,
Projelly Complete,,1,0,73,3,4,,
Voidsnake,,1,0,73,3,5,,
Voidsnake Complete,,1,0,73,3,6,,
Hellfish,,1,0,73,3,7,,
Hellfish Complete,,1,0,73,3,8,,
Knucklehead,,1,0,73,3,9,,
Knucklehead Complete,,1,0,73,3,10,,
Scyllascion,,1,0,73,3,11,,
Scyllascion Complete,,1,0,73,3,12,,
Slavug,,1,0,73,3,13,,
Slavug Complete,,1,0,73,3,14,,
Chrustacean,,1,0,73,3,15,,
Chrustacean Complete,,1,0,73,3,16,,
Flameater,,1,0,73,3,17,,
Flameater Complete,,1,0,73,3,18,,
Chlam,,1,0,73,3,19,,
Chlam Complete,,1,0,73,3,20,,
Charp,,1,0,73,3,21,,
Charp Complete,,1,0,73,3,22,,
Seamare,,1,0,73,3,23,,
Seamare Complete,,1,0,73,3,24,,
Gupp,,1,0,73,3,25,,
Gupp Complete,,1,0,73,3,26,,
Scuffer,,1,0,73,3,27,,
Scuffer Complete,,1,0,73,3,28,,
Stonewhal,,1,0,73,3,29,,
Stonewhal Complete,,1,0,73,3,30,,
Trout,,1,0,73,3,31,,
Trout Complete,,1,0,73,3,32,,
Bass,,1,0,73,3,33,,
Bass Complete,,1,0,73,3,34,,
Sturgeon,,1,0,73,3,35,,
Sturgeon Complete,,1,0,73,3,36,,
Companion Battie,,1,0,74,3,1,,
Companion Battie Complete,,1,0,74,3,2,,
Companion Mort,,1,0,74,3,3,,
Companion Mort Complete,,1,0,74,3,4,,
Companion Fidi,,1,0,74,3,5,,
Companion Fidi Complete,,1,0,74,3,6,,
Companion Shady,,1,0,74,3,7,,
Companion Shady Complete,,1,0,74,3,8,,
Companion Rib,,1,0,74,3,9,,
Companion Rib Complete,,1,0,74,3,10,,
Companion Antos,,1,0,74,3,11,,
Companion Antos Complete,,1,0,74,3,12,,
"Drapery, Azure",,1,1,75,3,1,,
"Drapery, Olive",,1,1,75,3,2,,
"Drapery, Bone",,1,1,75,3,3,,
"Drapery, Crimson",,1,1,75,3,4,,
"Trim, Ash Gray",,1,1,75,3,5,,
"Trim, Chthonic Purple",,1,1,75,3,6,,
"Trim, Blood-Red",,1,1,75,3,7,,
"Trim, Burnished gold",,1,0,75,3,8,,
"Flower Vase, Lilac",,1,1,75,3,9,,
"Flower Vase, Rose",,1,1,75,3,10,,
"Lighting, Wax Pillar",,1,0,75,3,11,,
"Lighting, Dual Stick",,1,0,75,3,12,,
"Laurels, Cobalt",,1,0,75,3,13,,
"Laurels, Deathly",,1,0,75,3,14,,
"Laurels, Crimson",,1,0,75,3,15,,
"Bedding, Quilted",,1,0,75,3,16,,
"Bedding, Fancy",,1,0,75,3,17,,
"Tiling, Skull",,1,0,75,3,18,,
"Towel Rack, Stygian",,1,0,75,3,19,,
"Plaything, Round",,1,0,75,3,20,,
"Plaything, Plush",,1,0,75,3,21,,
"Flames, Promethean",,1,0,75,3,22,,
"Decorative Arms, Xiphos",,1,0,75,3,23,,
"Decorative Arms, Labrys",,1,0,75,3,24,,
"Decorative Arms, Bident",,1,0,75,3,25,,
"Petals, Scattered",,1,0,75,3,26,,
"Petals, Shade-Strewn",,1,0,75,3,27,,
"Bonework, Ominous",,1,0,75,3,28,,
"Chaise, Divine",,1,0,75,3,29,,
"Mosaic, Chthonic",,1,0,75,3,30,,
"Mosaic, Minoan",,1,0,75,3,31,,
"Petals, Ever-Falling",,1,0,75,3,32,,
"Tombs, Royal",,1,0,75,3,33,,
"Columns, Divine",,1,0,75,3,34,,
"Columns, Jeweled",,1,0,75,3,35,,
"Columns, Ominous",,1,0,75,3,36,,
"Fireplace, Infernal",,1,0,75,3,37,,
"Insignia, Fated Order",,1,0,75,3,38,,
"Fireplace, Nocturnal",,1,0,75,3,39,,
"Treasures, Boatman's",,1,0,75,3,40,,
"Throne, Hell-Hound",,1,0,75,3,41,,
East Wing Fountain,,1,0,75,3,42,,
"Seating, Luxurious",,1,0,76,3,1,,
"Rug, Earthly",,1,0,76,3,2,,
"Rug, Chthonic",,1,0,76,3,3,,
"Rug, Elysian",,1,0,76,3,4,,
"Rug, Sanguine",,1,0,76,3,5,,
"Rug, Guardpost",,1,0,76,3,6,,
"Pedestals, Gilded",,1,0,76,3,7,,
"Mirror, Guardpost",,1,0,76,3,8,,
"Sculpture, Bloodless",,1,0,76,3,9,,
"Contraption, Intricate",,1,0,76,3,10,,
"Landscape, Tartarus",,1,0,76,3,11,,
"Landscape, Asphodel",,1,0,76,3,12,,
"Landscape, Elysium",,1,0,76,3,13,,
"Sundail, Imported",,1,0,76,3,14,,
